1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
368,398,423,448,473,487,499,506,518,532,542,548,559,569,573,579,587,592,596,599,603
388,416,449,473,497,511,528,532,542,546,556,565,574,578,583,588,595,597,601,602,603
370,410,446,480,494,514,527,535,545,553,560,564,569,578,585,590,592,594,598,600,603
379,418,446,463,482,493,507,522,535,542,550,559,569,573,580,586,592,596,598,600,603
380,421,451,473,493,512,526,536,543,556,565,571,578,584,588,592,592,594,595,599,603
370,415,441,471,489,505,520,530,537,542,551,559,563,565,572,576,581,587,594,600,603
399,435,459,474,491,505,518,528,538,546,556,565,575,580,582,589,591,592,597,600,603
394,432,452,475,489,504,513,531,540,549,560,565,571,576,581,584,589,592,595,601,603
365,399,427,449,473,485,499,511,521,532,543,550,563,569,575,581,588,590,597,602,603
392,429,452,484,499,516,527,535,546,550,554,563,572,575,578,583,589,599,600,601,603
