1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
371,404,429,449,461,480,492,504,512,523,535,545,552,562,569,577,582,589,593,601,603
353,398,418,433,457,472,490,503,515,525,535,550,554,567,573,579,584,594,599,602,603
384,415,444,460,477,493,506,513,520,532,540,547,556,565,571,582,587,589,593,599,603
357,398,426,444,460,478,492,514,525,532,546,552,560,570,575,577,583,587,590,597,603
371,408,432,453,466,480,496,504,517,524,532,542,552,562,569,578,586,595,598,600,603
378,413,440,459,481,498,510,522,531,544,550,559,563,571,579,587,592,598,599,601,603
349,398,421,437,462,477,490,501,513,518,526,536,549,559,568,576,583,590,595,598,603
384,409,428,445,467,481,502,507,521,529,537,548,558,566,577,581,585,588,594,600,603
378,413,439,449,465,477,486,502,519,530,539,548,558,563,570,576,584,593,598,600,603
352,383,419,439,459,472,498,512,522,528,536,546,555,561,564,576,579,585,591,600,603
374,407,427,445,468,485,496,515,523,530,538,542,553,562,571,582,587,593,596,598,603
