1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
404,448,471,494,511,530,542,551,555,562,566,574,580,590,594,595,597,599,601,602,603
422,455,478,492,504,524,539,545,555,565,568,574,581,589,592,592,595,596,599,601,603
413,452,467,489,506,519,526,542,545,551,557,565,572,578,581,584,586,596,598,599,603
423,459,483,500,514,527,535,545,559,572,575,581,587,590,593,594,596,597,597,601,603
402,442,464,487,504,519,533,547,555,560,564,570,580,584,588,589,594,598,599,601,603
422,467,486,509,524,537,549,553,564,570,574,578,583,586,589,589,592,598,601,603,603
421,463,497,513,527,542,550,561,568,572,577,580,582,583,587,592,595,597,602,602,603
418,457,481,504,520,537,550,562,563,566,573,582,586,589,593,594,599,601,601,601,603
425,460,484,510,522,533,538,550,555,562,568,573,576,585,588,589,594,598,601,601,603
420,458,480,502,513,528,540,543,552,567,573,580,585,589,593,594,596,598,598,601,603
422,458,484,508,523,532,548,554,562,570,575,580,581,583,591,596,596,600,601,602,603
422,455,478,497,511,526,542,551,558,566,569,575,585,589,593,595,597,600,600,600,603
416,461,487,508,526,541,547,551,557,558,565,571,576,578,582,588,594,599,601,602,603
406,446,474,491,505,519,531,550,555,563,570,575,576,580,585,588,591,597,601,602,603
413,450,476,495,514,527,538,546,558,566,571,579,584,586,590,592,597,600,601,601,603
416,461,486,504,518,534,544,551,560,568,573,578,579,587,592,595,600,602,602,603,603
430,460,479,499,513,524,543,549,560,571,577,579,581,585,589,591,594,599,601,603,603
413,467,496,516,521,535,544,555,565,572,577,584,589,591,595,599,599,601,601,602,603
420,461,485,508,522,533,545,550,559,564,569,575,583,587,590,592,594,598,599,603,603
423,466,495,517,531,539,548,554,560,570,577,582,587,590,593,595,595,598,600,603,603
421,463,481,492,515,530,543,548,553,561,566,572,579,584,588,593,597,600,601,602,603
403,445,471,497,520,530,541,546,553,563,568,573,581,585,591,593,595,601,602,603,603
420,461,485,506,525,531,538,545,551,557,561,567,576,582,591,594,596,598,601,602,603
416,457,479,503,523,532,549,557,567,573,579,584,586,588,591,592,596,598,599,600,603
425,464,485,504,514,528,543,554,560,569,572,578,583,591,595,599,601,603,603,603,603
399,443,475,498,515,528,532,545,549,560,565,571,573,579,587,590,593,597,599,601,603
404,444,470,493,512,524,530,542,546,556,567,576,579,584,589,593,597,602,603,603,603
401,448,470,490,505,528,537,549,556,560,564,571,579,583,590,592,593,599,601,601,603
423,467,488,502,515,527,542,550,559,567,571,579,586,589,593,595,598,600,601,601,603
408,448,466,494,510,531,542,550,560,563,568,571,577,581,583,592,595,598,601,601,603
409,452,479,505,525,536,545,554,562,567,573,575,579,584,589,591,593,599,600,603,603
412,452,475,497,517,531,540,547,555,570,580,586,589,592,595,597,598,598,599,600,603
406,456,487,510,522,534,544,556,564,571,577,580,585,587,591,594,595,599,600,601,603
438,477,492,512,525,536,551,557,563,569,574,581,587,592,595,596,597,598,602,603,603
416,463,479,502,517,525,538,544,552,559,565,573,575,579,581,584,588,595,597,600,603
424,461,490,514,529,539,552,561,564,569,572,576,585,589,590,592,594,597,601,603,603
405,459,486,507,517,527,540,548,553,559,569,575,579,587,589,593,597,599,602,602,603
422,466,489,508,518,531,541,550,558,566,573,580,582,584,588,592,594,599,601,603,603
410,449,475,499,516,526,538,550,558,567,571,574,582,593,595,597,598,603,603,603,603
426,460,484,504,515,531,541,552,563,568,574,581,585,590,592,594,597,600,602,602,603
417,457,478,497,518,529,546,558,563,572,581,584,588,590,592,594,598,601,602,603,603
434,474,493,510,524,538,548,559,569,575,580,583,584,591,594,595,596,601,601,602,603
404,445,476,495,507,524,538,547,558,568,573,577,585,594,596,598,600,602,602,602,603
411,447,471,484,500,515,527,537,545,550,559,574,583,586,592,593,596,599,600,601,603
413,473,496,512,524,539,550,555,563,569,572,576,582,588,592,597,600,601,603,603,603
395,446,477,490,515,527,539,546,550,557,564,573,576,582,585,588,591,595,597,600,603
409,445,470,492,503,515,533,541,550,554,564,573,579,581,588,592,597,598,599,601,603
